Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
780221,2019-11-30 10:21:10,6011542681743618,"fraud_Schaefer, McGlynn and Bosco",gas_transport,42.05,Emily,Hall,F,8851 Reese Neck,Basye,VA,22810,38.8089,-78.7776,863,"Engineer, mining",1972-08-09,13d6bb499df223e1e24352cf0211b93f,1354270870,38.786836,-79.210021,0
61860,2019-02-05 20:39:24,5559857416065248,fraud_Emmerich-Rau,personal_care,58.1,Jack,Hill,M,5916 Susan Bridge Apt. 939,Grenada,CA,96038,41.6125,-122.5258,589,Systems analyst,1945-12-21,a2a5949ef1000a80a83d0ee4e417d9a2,1328474364,40.9148,-121.567945,0
445199,2019-07-17 02:22:55,4797297220948468262,"fraud_Connelly, Reichert and Fritsch",gas_transport,57.23,Erica,Briggs,F,3310 Davidson Spurs Apt. 107,Oolitic,IN,47451,38.8938,-86.5246,1228,Counsellor,1991-03-13,9d8c32a37e91b982fb326525a28c0659,1342491775,38.986965000000005,-86.506261,0
718123,2019-11-03 01:50:20,3560797065840735,"fraud_Johnson, Runolfsdottir and Mayer",misc_net,53.98,Janet,Turner,F,0925 Lang Extensions,Shields,ND,58569,46.1838,-101.2589,77,Film/video editor,1989-12-17,d99292d09e1e23b3de8821c962370310,1351907420,46.494343,-101.26117,0
936183,2020-01-07 11:10:22,3517814635263522,fraud_Boyer PLC,shopping_net,1.89,William,Cannon,M,43809 Kenneth Circles Suite 152,Union,WV,24983,37.5802,-80.5248,2443,Chartered public finance accountant,1941-10-16,a9e3d0b484b89beec8b0aa389da36d13,1357557022,37.659206,-80.76094,0
492954,2019-08-03 13:41:56,3590736522064285,fraud_Tromp Group,travel,5.61,Kimberly,Gonzalez,F,72966 Shannon Pass Apt. 391,Bauxite,AR,72011,34.5091,-92.4828,4074,"Scientist, audiological",1975-12-20,130b8f03753e3d436113e9092e2aae48,1344001316,34.416585,-92.844652,0
918738,2019-12-30 13:15:12,342319985983023,fraud_Ernser-Feest,home,69.63,Bryan,Pugh,M,6366 French Field,Margaretville,NY,12455,42.1852,-74.6178,1988,Environmental health practitioner,1978-05-23,31a6a69b008b800269c8d6af5cf99e24,1356873312,42.145565000000005,-75.11380799999999,0
291435,2019-05-23 16:23:53,4209696857872688515,fraud_Hoppe-Parisian,kids_pets,36.15,Sarah,Bell,F,6963 Russell Causeway Suite 231,Galatia,IL,62935,37.8274,-88.6235,1943,"Restaurant manager, fast food",1971-10-19,5c6af6f8b3f58778affe58ea2269caba,1337790233,37.124568,-89.54678299999999,0
370568,2019-06-20 21:48:52,3506040590383211,"fraud_Runolfsdottir, Mueller and Hand",entertainment,75.75,Michael,Orozco,M,13956 Hughes Causeway Suite 124,Alder,MT,59710,45.1939,-112.0568,286,Chief of Staff,1989-03-09,d075eea362d45196029e53d7306cd252,1340228932,44.557567,-112.086321,0
176342,2019-04-01 23:25:29,4806443445305,"fraud_Kling, Howe and Schneider",home,13.35,Eric,Patel,M,69459 Rachel Prairie Apt. 850,Ironton,OH,45638,38.5294,-82.6654,21635,Geochemist,2001-07-10,0fede23f0e0dc45109c455eacbfa065f,1333322729,39.521744,-82.4759,0
191492,2019-04-08 18:37:46,6011366578560244,"fraud_Hettinger, McCullough and Fay",home,40.84,Adam,Stark,M,0912 Mark Fields Apt. 080,Mc Veytown,PA,17051,40.5046,-77.7186,4653,Nutritional therapist,1997-07-01,a7749fcaef3b18a6f7ccc2b88d908fab,1333910266,40.570778,-77.357456,0
978270,2020-02-01 15:34:44,3577794103155425,fraud_Labadie LLC,personal_care,16.02,Mary,Humphrey,F,9853 Flynn Hollow Apt. 602,Reynolds,ND,58275,47.7068,-97.2092,733,Visual merchandiser,1994-11-12,9138dd5bcfecf955777d307b93dbc851,1359732884,46.75915,-96.26618,0
1168126,2020-05-02 23:31:10,180084576295055,fraud_Rippin-VonRueden,health_fitness,15.11,David,Kirby,M,133 Alyssa Plains,Lolita,TX,77971,28.7724,-96.4793,911,Archaeologist,1970-01-18,022fec61c801ac293329f7b85320d56b,1367537470,29.225715,-96.502615,0
460361,2019-07-22 10:42:46,3525590521269779,"fraud_Greenholt, Jacobi and Gleason",gas_transport,55.8,Scott,Fuller,M,861 Karen Common,Haw River,NC,27258,36.0424,-79.3242,6006,Paramedic,1984-07-20,94343d8f7a10bd8b3f4ccfc27360039d,1342953766,36.766497,-80.147448,0
1116248,2020-04-09 15:08:41,342952484382519,fraud_Reilly LLC,home,32.98,Kayla,Jones,F,6033 Young Track Suite 804,East Canaan,CT,6024,42.0158,-73.2913,647,Comptroller,1987-09-26,d3deadcfab1114c54209b551a678db83,1365520121,42.568491,-73.13293900000001,0
644970,2019-10-01 07:22:18,4512828414983801773,"fraud_Kerluke, Considine and Macejkovic",misc_net,2.97,Monica,Cohen,F,864 Reynolds Plains,Uledi,PA,15484,39.8936,-79.7856,328,Tree surgeon,1983-07-25,e13a01f2c90f98bcd598e30ca9cb5901,1349076138,40.272463,-80.608648,0
323791,2019-06-03 17:08:57,4010002218955876,"fraud_Walter, Hettinger and Kessler",personal_care,20.16,Jennifer,Bishop,F,589 Matthew Brooks,Houston,TX,77026,29.7972,-95.3288,2906700,Animator,1983-08-24,bcf37707ad5a56f75dbfa447e6442514,1338743337,29.834081,-95.645734,0
1089823,2020-03-29 12:07:17,180014262259255,fraud_Hammes-Beatty,kids_pets,23.46,Brianna,Page,F,0043 Henry Plaza,Brantley,AL,36009,31.571,-86.2743,2566,Exercise physiologist,1958-06-26,4548b9afa3bc77cbde4dbf9a948b2dad,1364558837,32.356439,-86.29970300000001,0
170022,2019-03-30 23:06:37,3553629419254918,fraud_Abernathy and Sons,food_dining,3.43,Sharon,Johnson,F,7202 Jeffrey Mills,Conway,WA,98238,48.34,-122.3456,85,"Research officer, political party",1984-09-01,1891325cd6a2701cdc05d8f2fd93330d,1333148797,49.214328,-122.00985,0
1131793,2020-04-16 09:37:03,4613314721966,"fraud_Lehner, Reichert and Mills",misc_pos,39.68,Jason,Murphy,M,542 Steve Curve Suite 011,Collettsville,NC,28611,35.9946,-81.7266,885,Soil scientist,1988-09-15,2ceb7b99f4ee62062ce38e86ef906496,1366105023,35.187926000000004,-81.89878,0
927995,2020-01-03 10:53:22,30560609640617,fraud_Corwin-Gorczany,misc_net,2.59,Michael,Olson,M,558 Michael Estates,Luray,MO,63453,40.4931,-91.8912,519,Town planner,1966-02-13,78f71debadbe7595de0b686da40e3cc7,1357210402,39.886072,-92.372998,0
211627,2019-04-18 06:37:48,3567879740649740,"fraud_Swaniawski, Bahringer and Ledner",grocery_net,41.51,Tanya,Williams,F,566 Megan Well,Brownville,NY,13615,44.0577,-76.0196,1271,"Producer, radio",1958-08-14,284a9c7ea311ff2be9497e76e57fd42f,1334731068,43.642831,-77.002898,0
998151,2020-02-13 01:35:36,6011681934117244,fraud_Marks Inc,gas_transport,70.14,Kaitlyn,Newman,F,098 Stewart Hill,Slayden,TN,37165,36.2835,-87.4581,70,Prison officer,1956-06-22,ea23232820d1d1d0d9b9753e051afa72,1360719336,36.541091,-88.031979,0
163184,2019-03-27 17:32:17,6011367958204270,fraud_Crona and Sons,kids_pets,4.93,Tammy,Ayers,F,1652 James Mews,Hinckley,OH,44233,41.2419,-81.7453,7646,Medical sales representative,1988-09-15,5fffe5622220856d970690b6f3bd32aa,1332869537,40.41624,-81.521978,0
88693,2019-02-22 02:27:01,4060579726528237,fraud_Rutherford-Mertz,grocery_pos,118.41,Steven,Sanders,M,25955 Amy Via,Ozawkie,KS,66070,39.2136,-95.4404,2661,Theatre director,1948-11-14,b24e1f09147621f08af4ffa9af8df9f0,1329877621,39.620265,-94.722754,0
419765,2019-07-08 00:08:17,3582754887089201,fraud_Kuhn LLC,misc_net,15.01,Terrance,Mckinney,M,42965 Christopher Fords Suite 659,Norman,AR,71960,34.4596,-93.6743,1383,Magazine features editor,1966-08-08,44f8ab45ff5bfe1572be6d81bac8b865,1341706097,33.607607,-93.741557,0
712799,2019-10-31 17:51:34,583699482621,fraud_Deckow-Dare,food_dining,113.31,Jennifer,Jones,F,5572 Kelly Plains Apt. 952,Waupaca,WI,54981,44.3481,-89.1101,15426,"Engineer, civil (contracting)",1936-07-22,abb4b120072977b5d4481b4c0a897362,1351705894,44.83847,-89.833475,0
1205745,2020-05-18 23:48:32,4103158249977,fraud_Erdman-Ebert,personal_care,65.36,Christopher,Adkins,M,3512 Knight Center,Lorenzo,TX,79343,33.6666,-101.5277,1571,Petroleum engineer,1982-06-27,4dec42de02d312ce2533f17cc968d0bb,1368920912,33.300614,-102.496178,0
451578,2019-07-19 23:23:56,4509922033272157,"fraud_Feil, Hilpert and Koss",food_dining,2.14,Monica,West,F,22084 Smith Roads Suite 776,Hurley,SD,57036,43.2893,-97.1904,811,Neurosurgeon,1972-03-28,1d933a7d91616517bfcd718e3680e8a8,1342740236,42.917190000000005,-97.541612,0
421055,2019-07-08 10:10:10,639030014711,"fraud_Boehm, Block and Jakubowski",misc_pos,40.71,Stephen,Lopez,M,696 Matthew Ford Suite 157,Olmsted,IL,62970,37.1935,-89.0933,639,Mechanical engineer,1982-08-01,a771c3365d3754def6d7e345a0b80af0,1341742210,37.206312,-89.615062,0
338337,2019-06-09 10:28:04,3528231451607350,fraud_Morissette LLC,entertainment,176.39,Lauren,Moreno,F,83719 Wilson Shore,Heislerville,NJ,8324,39.224,-74.9942,526,Exercise physiologist,1940-09-06,d779b90110bcbf8bf77076138b3f5274,1339237684,39.0787,-74.659823,0
677007,2019-10-15 10:52:58,377654590313960,"fraud_Goldner, Kovacek and Abbott",grocery_pos,102.87,Lawrence,Davis,M,7421 Serrano Lane Apt. 580,Powell,TN,37849,36.0435,-84.04,25459,"Teacher, special educational needs",1969-02-22,578c9add3c1ade1a441cf17e2962961f,1350298378,36.051971,-84.741545,0
406410,2019-07-03 11:45:07,3586008444788268,fraud_Rau and Sons,grocery_pos,207.59,Crystal,Fuller,F,000 Jennifer Mills,Issaquah,WA,98027,47.4974,-122.0107,50489,Osteopath,1984-02-29,a1253eb7444c7a3c43fe429b44adacfd,1341315907,46.636056,-121.144851,0
643036,2019-09-30 13:49:00,4186530744674,fraud_Friesen Ltd,health_fitness,20.57,Casey,Howell,F,374 Christopher Ramp Suite 855,Blackville,SC,29817,33.3645,-81.2718,4913,Technical brewer,1966-11-10,0c60a68c6c1488c063b6758b625908ed,1349012940,33.929001,-82.22785999999999,0
1069559,2020-03-20 07:36:45,4173950183554608,fraud_Runolfsson and Sons,grocery_net,71.49,Stephen,Marshall,M,47144 Roberts Keys,Monmouth Beach,NJ,7750,40.333,-73.9809,3279,Health promotion specialist,1978-10-05,3d3a803ed6bd7862b0af64ae8e54bd84,1363765005,41.075781,-73.101265,0
889323,2019-12-23 19:59:37,3518758680062249,"fraud_Dare, Fritsch and Zboncak",health_fitness,91.26,Antonio,Koch,M,8738 Richard Brooks,Moab,UT,84532,38.5677,-109.5271,9772,Location manager,1989-11-24,e9306ce419c6202b42d550470050ff03,1356292777,37.921578,-108.770648,0
149845,2019-03-22 01:37:00,2286236465059468,fraud_Cummerata-Jones,gas_transport,55.28,Morgan,Murray,F,2788 Brittney Island,Blairstown,MO,64726,38.5319,-93.9221,467,Agricultural consultant,1950-05-27,32a93e8e9294d14d3ad6ce5d66b4fcf5,1332380220,37.733929,-94.503314,0
47985,2019-01-29 01:28:02,341542810616333,"fraud_Christiansen, Goyette and Schamberger",gas_transport,51.24,Billy,Mcdonald,M,304 Ryan Port Suite 335,Camden,MO,64017,39.2048,-94.0259,464,Colour technologist,1959-05-28,8c7eda57ee6e0f81e059aec8cf9eb016,1327800482,39.517482,-94.143501,0
279165,2019-05-18 10:35:56,30238755902988,fraud_Strosin-Cruickshank,grocery_pos,98.04,Danielle,Yu,F,5395 Colon Burgs Suite 037,Thrall,TX,76578,30.592,-97.2893,1766,Press sub,1976-01-02,7be77d39fa01508d2f85564b2f2b55dc,1337337356,30.153846,-97.568416,0
507848,2019-08-08 15:33:52,501899453424,fraud_Barton LLC,kids_pets,80.46,Jessica,Dominguez,F,06393 Nancy Parkways Suite 855,Gadsden,AL,35903,33.9845,-85.9077,67082,Ceramics designer,1970-01-08,128c83b2531cc554c540e5b61848c689,1344440032,33.404795,-86.20627900000001,0
307415,2019-05-29 03:20:26,213124978348176,fraud_Murray Ltd,grocery_net,15.95,Steven,Arnold,M,079 Chelsea Rest,Belfast,NY,14711,42.32,-78.0943,1766,Mechanical engineer,1962-06-04,2883e6322a7c90c1e8f1c0a90f100b57,1338261626,41.41192,-78.747801,1
1105263,2020-04-05 06:55:29,3583793405872580,fraud_DuBuque LLC,grocery_pos,80.82,Beth,Lambert,F,6447 Johnson Estates Apt. 986,Roosevelt,OK,73564,34.847,-98.9836,551,Amenity horticulturist,1970-09-27,e7b20e630eb765aea06a14f77012dfb9,1365144929,34.219536,-97.98481,0
392376,2019-06-28 21:55:29,4488941175228467,fraud_Fadel Inc,health_fitness,16.87,Jacqueline,Washington,F,138 Stephen Ridges Apt. 978,Umatilla,FL,32784,28.9254,-81.6801,11432,Private music teacher,1986-03-31,a0164abcec5df0fcbe6e2ed6cf1fb5a7,1340920529,29.788765,-81.279418,0
8391,2019-01-06 10:55:37,6011693194885790,fraud_Sporer Inc,gas_transport,46.31,Victoria,Fleming,F,2807 Parker Station Suite 080,Stanchfield,MN,55080,45.6675,-93.2433,2607,"Lecturer, further education",1995-12-04,84810cc3e7351df80413b7e2f79531d7,1325847337,45.679384000000006,-93.363706,0
1295529,2020-06-21 02:15:08,2252055259910912,fraud_Gerlach Inc,shopping_net,94.37,Jason,Hernandez,M,220 Frank Gardens,Hewitt,WI,54441,44.6437,-90.1031,828,Arts development officer,1991-08-19,61e111e4c533d643c792165bea6b9d54,1371780908,45.262825,-90.801592,0
1001374,2020-02-15 08:12:29,4836998673805450,fraud_Bruen-Yost,misc_pos,6.53,Susan,Hardy,F,516 Brown Parks,Manistique,MI,49854,46.0062,-86.2555,6469,Trade mark attorney,1979-04-12,083ef87a0c5acc2c0f858bb6cbeced84,1360915949,46.615242,-86.624832,0
425904,2019-07-10 06:23:41,4390966588600992777,fraud_Brown PLC,misc_net,123.22,Kyle,Simmons,M,8149 Harris Divide,Oklahoma City,OK,73134,35.6174,-97.5583,640470,Advertising copywriter,1966-06-24,5c8193064999ecd76b18467bbbae896f,1341901421,36.609527,-97.868431,0
490291,2019-08-02 15:42:37,3596217206093829,fraud_Cormier LLC,shopping_net,6.8,Sara,Ramirez,F,23843 Scott Island,Birmingham,IA,52535,40.8626,-91.9534,888,Camera operator,1988-03-25,77b3417a1a8469459830c2dc4db16b03,1343922157,41.55353,-91.419437,0
389249,2019-06-27 13:56:28,4555104582813474,"fraud_Hettinger, McCullough and Fay",home,73.25,Chris,Daniel,M,025 White Fork Apt. 633,Rock Glen,PA,18246,40.954,-76.1747,143,Health and safety adviser,1982-02-19,ede5a17897e0bdbd1cba3bb5dac58113,1340805388,41.459957,-77.03599200000001,0
1148733,2020-04-23 23:47:37,4585132874641,"fraud_Walter, Hettinger and Kessler",personal_care,17.18,Karen,Gordon,F,543 Ware Path Apt. 593,Utica,MO,64686,39.7417,-93.6289,271,Land/geomatics surveyor,1972-04-18,8ac5b1e54c991811ea5f3f7408334758,1366760857,40.503387,-93.838767,0
814363,2019-12-07 20:59:50,3582754887089201,"fraud_Weber, Thiel and Hammes",kids_pets,91.14,Terrance,Mckinney,M,42965 Christopher Fords Suite 659,Norman,AR,71960,34.4596,-93.6743,1383,Magazine features editor,1966-08-08,14b2aa71fe5e0afb57c136000ffcd6af,1354913990,34.919059999999995,-94.65616,0
163122,2019-03-27 16:42:18,3506040590383211,"fraud_Bradtke, Torp and Bahringer",personal_care,65.12,Michael,Orozco,M,13956 Hughes Causeway Suite 124,Alder,MT,59710,45.1939,-112.0568,286,Chief of Staff,1989-03-09,0774858090e975b161a5c4cfeeb3a20f,1332866538,44.849621,-111.26608799999998,0
211474,2019-04-18 03:44:18,4425161475596168,fraud_Kunde-Sanford,misc_net,9.33,Brooke,Fisher,F,815 Heather Divide Apt. 965,San Angelo,TX,76905,31.4647,-100.39,103927,Drilling engineer,1962-06-27,080a9d61e51830fe72bf5afaf8daa245,1334720658,31.54931,-101.018887,0
1142842,2020-04-21 02:50:43,30082025922891,fraud_Nienow PLC,entertainment,6.28,Kathleen,Thompson,F,199 Patterson Fords Apt. 132,Naples,FL,34112,26.1184,-81.7361,276002,"Pilot, airline",1934-06-23,a6c78aee8471672549d521f7f96c266a,1366512643,26.191055,-80.756197,0
176631,2019-04-02 04:33:17,3595192916105588,fraud_Prohaska-Murray,gas_transport,65.26,Dustin,Roberts,M,3283 James Station,Fayetteville,NC,28314,35.0583,-79.008,238602,"Scientist, research (maths)",1993-05-14,a0b0630c65367269f8531f4caea89da0,1333341197,34.490054,-78.059798,0
802981,2019-12-05 03:26:35,4503101193493052864,fraud_Koelpin and Sons,misc_net,67.69,Katherine,Tucker,F,670 Le Meadows Suite 250,Lakeland,FL,33811,27.9865,-82.0139,237282,Clothing/textile technologist,1979-07-03,7fefad30e8705f1d4b76f27c1ad4c4e6,1354677995,28.016987,-81.438142,0
911421,2019-12-29 09:07:26,30044330818990,fraud_Howe Ltd,misc_pos,9.37,Allison,Ayala,F,87665 Karen Mill Apt. 586,Fort Myers,FL,33967,26.4722,-81.8122,224256,Paramedic,1985-08-29,ceeb49cf8609f7e2a4c9a7eccac8e1f2,1356772046,27.442928,-81.588542,0
111339,2019-03-04 13:01:35,4839615922685395,fraud_Hilpert-Conroy,kids_pets,9.79,Phillip,Robertson,M,85344 Smith Gateway Apt. 280,Harrodsburg,IN,47434,39.013000000000005,-86.5457,76,Social researcher,1955-05-06,5e5927b8222a8238a1321b5b83eed9e0,1330866095,38.777718,-87.293582,0
968580,2020-01-26 15:52:53,4225990116481262579,fraud_Larkin Ltd,kids_pets,48.91,Brian,Simpson,M,2711 Duran Pines,Honokaa,HI,96727,20.0827,-155.488,4878,Physiotherapist,1966-12-03,16d1576a4348b320db400c90615f6049,1359215573,19.866678,-156.244673,0
1088132,2020-03-28 17:59:28,4424338559877976,fraud_Dickinson Ltd,personal_care,16.31,Denise,Barnett,F,23220 Eaton Harbors,Kirby,OH,43330,40.813,-83.4196,118,Private music teacher,1957-11-12,09d1f87e12c319c9c0f9becbb4ea72d7,1364493568,40.611352,-82.945838,0
1188054,2020-05-11 12:41:09,3517814635263522,"fraud_Bahringer, Bergnaum and Quitzon",home,27.78,William,Cannon,M,43809 Kenneth Circles Suite 152,Union,WV,24983,37.5802,-80.5248,2443,Chartered public finance accountant,1941-10-16,37052ac4202b2d43e839aad2a0709583,1368276069,37.616591,-81.406692,0
1172699,2020-05-04 16:08:18,4992346398065154184,"fraud_Windler, Goodwin and Kovacek",home,87.55,Benjamin,Kim,M,920 Patrick Light,Mc Nabb,IL,61335,41.173,-89.2187,532,Audiological scientist,1956-01-09,05721c1a6567edbf34e6d78125c217f7,1367683698,41.401749,-88.589798,0
1023597,2020-02-28 03:30:44,6538441737335434,fraud_Bernhard Inc,gas_transport,51.25,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1997-09-22,e7aca77b43fa68a111e20c07481f1709,1362022244,41.838693,-79.31124799999999,0
1207336,2020-05-19 13:51:18,30131826429364,fraud_Pollich LLC,home,32.93,Brianna,Foley,F,57256 Raymond Ports,Knoxville,TN,37932,35.9335,-84.1481,391389,"Designer, industrial/product",1994-04-22,0379781b32c04569f29b3a5728561f7b,1368971478,35.130069,-84.55866400000001,0
846674,2019-12-14 23:25:08,180065479077096,fraud_Fahey Inc,kids_pets,77.16,Krystal,Gamble,F,47152 Clayton Burg,Manchester,MD,21102,39.6747,-76.8941,11751,Clinical research associate,1964-02-15,c9042851e29e5320913f1283eef93409,1355527508,40.298234,-76.336884,0
1038025,2020-03-06 16:06:54,4476840372112,fraud_Cruickshank-Mills,entertainment,215.94,Steven,Walters,M,3206 Hall Divide Suite 282,Woodville,AL,35776,34.6689,-86.2296,3395,"Editor, commissioning",1979-01-21,cc92f0d520aa90ede977912b3dbe7166,1362586014,33.890703,-86.015828,0
956100,2020-01-19 11:40:49,2248348993063230,fraud_Luettgen PLC,gas_transport,47.74,Jennifer,Scott,F,376 John Fork Suite 848,Randolph,OH,44265,41.0109,-81.2977,51,Mechanical engineer,1960-08-05,ffdb47fa8736d3519fc9ca274b2dc980,1358595649,41.582698,-81.129056,0
57393,2019-02-03 23:02:24,213178850083780,fraud_Kutch-Ferry,home,84.94,Shawn,King,M,31493 Garcia Summit,Athena,OR,97813,45.8289,-118.4971,1302,Dealer,1976-10-18,2688a159e538a3f46868b00bd55182ec,1328310144,45.54866,-118.37737,0
